courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_472.0,score_474.0,score_475.0,score_480.0,score_481.0,score_509.0,score_615.0,score_N/A
27,14444,True,False,1.0,0.9838709677419355,683.0,1352.0,https://github.com/rolling-scopes-school/cb636d05-fc7c-546d-8537-189a75a30df7-JSFUNDAMENTALS,60,100,113,97,28,75,210,0
27,14495,True,False,0.8931185944363104,0.967741935483871,610.0,N/A,https://github.com/rolling-scopes-school/f1a54f76-3aed-5dbc-9b9d-665c4b620dd4-JSFUNDAMENTALS,60,100,88,94,0,75,193,0
27,14459,True,False,0.7525622254758418,0.9516129032258065,514.0,N/A,https://github.com/rolling-scopes-school/fe4fc9de-904f-516f-b937-beadb2697694-JSFUNDAMENTALS,60,100,103,91,88,72,0,0
27,14449,True,False,0.6925329428989752,0.9354838709677419,473.0,N/A,https://github.com/rolling-scopes-school/263ba8e4-ebbd-52f7-9e6c-82995a03f3d2-JSFUNDAMENTALS,60,100,128,85,100,0,0,0
27,14518,True,False,0.6691068814055637,0.9193548387096774,457.0,N/A,https://github.com/rolling-scopes-school/9185bdc2-97bf-57ce-9c38-d0a43a3fa66f-JSFUNDAMENTALS,60,97,78,70,84,68,0,0
27,14485,UNKNOWN,True,0.6603221083455344,0.9032258064516129,451.0,N/A,https://github.com/rolling-scopes-school/cce517d3-d404-505a-b7e5-810bbe917ff0-JSFUNDAMENTALS,60,100,93,100,98,0,0,0
27,14497,True,False,0.6207906295754027,0.8870967741935484,424.0,N/A,https://github.com/rolling-scopes-school/b46ee265-de08-567d-821c-4b18f0c24bd6-JSFUNDAMENTALS,60,100,93,98,0,73,0,0
27,14467,True,False,0.6105417276720352,0.8709677419354839,417.0,N/A,https://github.com/rolling-scopes-school/32c71269-0bf0-5403-8ee2-c59ee10db4d2-JSFUNDAMENTALS,60,100,103,0,99,55,0,0
27,14457,True,False,0.6046852122986823,0.8548387096774194,413.0,N/A,https://github.com/rolling-scopes-school/8bfa5ce3-7e4c-5c77-8187-95edd7fcd668-JSFUNDAMENTALS,60,100,93,91,0,69,0,0
27,14515,UNKNOWN,True,0.5944363103953147,0.8387096774193549,406.0,N/A,https://github.com/rolling-scopes-school/735d168b-0745-5d1a-94aa-a02a4b9bf1db-JSFUNDAMENTALS,60,93,104,92,57,0,0,0
27,14506,True,False,0.5739385065885798,0.8225806451612904,392.0,N/A,https://github.com/rolling-scopes-school/a80298ea-2ec4-5ea5-9b5c-85707089d75e-JSFUNDAMENTALS,60,61,77,75,44,75,0,0
27,14580,UNKNOWN,True,0.568081991215227,0.8064516129032258,388.0,N/A,N/A,60,100,128,0,100,0,0,0
27,14442,True,False,0.5431918008784773,0.7903225806451613,371.0,N/A,https://github.com/rolling-scopes-school/cb4a3613-cb7b-5af6-b04e-09bb0dc23b17-JSFUNDAMENTALS,60,100,128,0,83,0,0,0
27,14492,True,False,0.541727672035139,0.7741935483870968,370.0,N/A,https://github.com/rolling-scopes-school/0acaa06f-2034-5b86-b8e1-5777c776e299-JSFUNDAMENTALS,60,100,51,100,27,32,0,0
27,14507,False,False,0.5387994143484627,0.7580645161290323,368.0,N/A,https://github.com/rolling-scopes-school/e2b82c2b-fc6b-52bb-b1f4-889ec799da94-JSFUNDAMENTALS,60,100,108,100,0,0,0,0
27,14446,False,False,0.5109809663250366,0.7419354838709677,349.0,N/A,https://github.com/rolling-scopes-school/4f2fc3c3-989f-5f2d-8927-cbac684ea48b-JSFUNDAMENTALS,60,100,37,64,88,0,0,0
27,14466,True,False,0.5007320644216691,0.7258064516129032,342.0,N/A,https://github.com/rolling-scopes-school/ef3999b0-7964-55f3-bf47-abf258200832-JSFUNDAMENTALS,60,100,85,97,0,0,0,0
27,14482,False,False,0.465592972181552,0.7096774193548387,318.0,N/A,https://github.com/rolling-scopes-school/6894bfb6-d193-523d-a404-cd37206e3ae3-JSFUNDAMENTALS,60,99,65,94,0,0,0,0
27,14496,UNKNOWN,True,0.45095168374816985,0.6935483870967742,308.0,N/A,https://github.com/rolling-scopes-school/49d8cc49-d9a5-5218-9528-35d8434c45ab-JSFUNDAMENTALS,60,100,66,82,0,0,0,0
27,14708,False,False,0.4216691068814056,0.6774193548387096,288.0,N/A,N/A,60,0,128,0,100,0,0,0
27,14463,False,False,0.35871156661786235,0.6612903225806451,245.0,N/A,https://github.com/rolling-scopes-school/5c7a65a4-7e2e-51d2-a360-70641264f1b2-JSFUNDAMENTALS,60,93,1,91,0,0,0,0
27,14510,False,False,0.34699853587115664,0.6451612903225806,237.0,N/A,https://github.com/rolling-scopes-school/eccad813-59af-5fdb-a98a-04ef4f80c64d-JSFUNDAMENTALS,60,100,77,0,0,0,0,0
27,14503,False,False,0.33382137628111275,0.6290322580645161,228.0,N/A,https://github.com/rolling-scopes-school/d78f4bf6-276e-5b18-862c-322ea6b6af68-JSFUNDAMENTALS,60,0,0,93,0,75,0,0
27,14504,False,False,0.2986822840409956,0.6129032258064516,204.0,N/A,https://github.com/rolling-scopes-school/64613f35-4ed0-5b82-8d27-1829ab388c38-JSFUNDAMENTALS,60,70,74,0,0,0,0,0
27,15657,False,False,0.2752562225475842,0.5483870967741935,188.0,N/A,N/A,60,0,128,0,0,0,0,0
27,14558,False,False,0.2752562225475842,0.5483870967741935,188.0,N/A,N/A,60,0,128,0,0,0,0,0
27,14672,False,False,0.2752562225475842,0.5483870967741935,188.0,N/A,N/A,60,0,128,0,0,0,0,0
27,14703,False,False,0.2752562225475842,0.5483870967741935,188.0,N/A,N/A,60,0,128,0,0,0,0,0
27,14455,UNKNOWN,True,0.2635431918008785,0.532258064516129,180.0,N/A,https://github.com/rolling-scopes-school/055594d5-560f-5bfe-8a00-a49f7f561fdc-JSFUNDAMENTALS,60,29,0,91,0,0,0,0
27,14522,False,False,0.26061493411420206,0.5161290322580645,178.0,N/A,https://github.com/rolling-scopes-school/21be7712-6438-5bde-a69a-0e903e969548-JSFUNDAMENTALS,60,0,118,0,0,0,0,0
27,14508,False,False,0.2342606149341142,0.5,160.0,N/A,https://github.com/rolling-scopes-school/53742936-a968-52b5-b77e-f70c3c1eeb96-JSFUNDAMENTALS,60,100,0,0,0,0,0,0
27,14473,False,False,0.232796486090776,0.4838709677419355,159.0,N/A,https://github.com/rolling-scopes-school/d65d2003-4fee-53f3-b57c-923e7f051cb1-JSFUNDAMENTALS,60,0,0,99,0,0,0,0
27,14452,False,False,0.21961932650073207,0.46774193548387094,150.0,N/A,https://github.com/rolling-scopes-school/03325594-5f82-55b7-9dee-f15bb70bedf3-JSFUNDAMENTALS,60,90,0,0,0,0,0,0
27,14564,False,False,0.18448023426061494,0.45161290322580644,126.0,N/A,N/A,60,0,66,0,0,0,0,0
27,14451,False,False,0.13030746705710103,0.43548387096774194,89.0,N/A,https://github.com/rolling-scopes-school/3c7621f4-67b1-5b0b-8567-03ab5b473887-JSFUNDAMENTALS,60,29,0,0,0,0,0,0
27,14514,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/0ed5a406-c4ed-587c-8b97-50008cb7c87f-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14513,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/9b528ccc-d463-5538-881c-213cf9805da8-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14511,UNKNOWN,True,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/94899a64-dd7f-5391-99b8-3adedaab10f7-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14445,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/b6e14976-85c7-5dbb-89a2-41e7c74bb2ec-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14509,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/fab28c26-b099-54b7-a49b-497f2807bcc3-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14505,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/7e2bcf1e-c949-5e78-8626-7a6b86672028-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,20893,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,N/A,60,0,0,0,0,0,0,0
27,14448,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/cef7c2bc-62ab-50e8-ad16-5623d1225175-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14493,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/bd1097ce-7df2-5bb6-9646-589335b0ff4c-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14483,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/cea307dd-4c0e-56ae-8d67-eac144dba457-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14481,UNKNOWN,True,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/a115e167-871f-52da-8d13-148f5885ecc6-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14450,False,False,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/d4b9150d-b6d9-5006-a22d-d57ac20fb73f-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14462,UNKNOWN,True,0.08784773060029283,0.22580645161290322,60.0,N/A,https://github.com/rolling-scopes-school/4fa9192c-8b08-5c14-b9a1-7dc17c5fe491-JSFUNDAMENTALS,60,0,0,0,0,0,0,0
27,14468,False,False,0.07613469985358712,0.20967741935483872,52.0,N/A,https://github.com/rolling-scopes-school/037f2a6f-8e8c-5772-8f7c-b6b8c0bc40ad-JSFUNDAMENTALS,52,0,0,0,0,0,0,0
27,14454,False,False,0.06149341142020498,0.1935483870967742,42.0,N/A,https://github.com/rolling-scopes-school/0d66390e-a776-5333-893b-b5f07f587d53-JSFUNDAMENTALS,42,0,0,0,0,0,0,0
27,14516,False,False,0.05710102489019034,0.1774193548387097,39.0,N/A,https://github.com/rolling-scopes-school/c436b4d9-2b21-554e-b5ac-88ef5474d541-JSFUNDAMENTALS,39,0,0,0,0,0,0,0
27,14447,False,False,0.0527086383601757,0.14516129032258066,36.0,N/A,https://github.com/rolling-scopes-school/8a498870-bc47-54ca-9dc3-1d9670952cc2-JSFUNDAMENTALS,36,0,0,0,0,0,0,0
27,14471,False,False,0.0527086383601757,0.14516129032258066,36.0,N/A,https://github.com/rolling-scopes-school/ff42c9e0-2b20-558d-8ae3-2126a1639708-JSFUNDAMENTALS,36,0,0,0,0,0,0,0
27,14460,False,False,0.043923865300146414,0.12903225806451613,30.0,N/A,https://github.com/rolling-scopes-school/7a916106-07e4-58f3-b6aa-4aa2d4dc3302-JSFUNDAMENTALS,30,0,0,0,0,0,0,0
27,14475,False,False,0.03367496339677892,0.11290322580645161,23.0,N/A,https://github.com/rolling-scopes-school/9194f514-d95c-53cc-9fab-37cb88127d7e-JSFUNDAMENTALS,23,0,0,0,0,0,0,0
27,14443,False,False,0.013177159590043924,0.0967741935483871,9.0,N/A,https://github.com/rolling-scopes-school/097197ce-1f36-5a63-9814-e6a2bd9c9670-JSFUNDAMENTALS,9,0,0,0,0,0,0,0
27,14453,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0,0
27,14523,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0,0
27,14472,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0,0
27,14524,False,False,0.0,0.0,0.0,N/A,N/A,0,0,0,0,0,0,0,0
27,14512,False,False,0.0,0.0,0.0,N/A,https://github.com/rolling-scopes-school/80cb38af-547f-56ce-bce1-420543b7e60a-JSFUNDAMENTALS,0,0,0,0,0,0,0,0
27,14456,False,False,0.0,0.0,0.0,N/A,https://github.com/rolling-scopes-school/d599daab-89b7-5b59-b0c4-79061c351ce2-JSFUNDAMENTALS,0,0,0,0,0,0,0,0
