courseId,studentId,isTopPerformer,isTest,abs_score,howManyHasLowerScore,totalScore,mentorId,repository,score_418.0,score_422.0,score_436.0,score_437.0,score_438.0,score_N/A
21,14274,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,13961,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,13900,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,14270,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,13999,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,14156,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,13860,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,14158,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,13960,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,14043,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,14183,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,13968,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,13854,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,14102,True,False,1.0,0.9692307692307692,600.0,N/A,N/A,100,200,100,100,100,0
21,13906,True,False,0.9983333333333333,0.967032967032967,599.0,N/A,N/A,99,200,100,100,100,0
21,13994,True,False,0.9966666666666667,0.9604395604395605,598.0,N/A,N/A,98,200,100,100,100,0
21,14110,True,False,0.9966666666666667,0.9604395604395605,598.0,N/A,N/A,98,200,100,100,100,0
21,14219,True,False,0.9966666666666667,0.9604395604395605,598.0,N/A,N/A,100,200,98,100,100,0
21,14235,True,False,0.995,0.9428571428571428,597.0,N/A,N/A,97,200,100,100,100,0
21,13874,True,False,0.995,0.9428571428571428,597.0,N/A,N/A,100,200,97,100,100,0
21,13866,True,False,0.995,0.9428571428571428,597.0,N/A,N/A,97,200,100,100,100,0
21,13897,True,False,0.995,0.9428571428571428,597.0,N/A,N/A,100,197,100,100,100,0
21,13863,True,False,0.995,0.9428571428571428,597.0,N/A,N/A,97,200,100,100,100,0
21,13857,True,False,0.995,0.9428571428571428,597.0,N/A,N/A,100,200,98,100,99,0
21,14299,True,False,0.995,0.9428571428571428,597.0,N/A,N/A,97,200,100,100,100,0
21,14267,True,False,0.995,0.9428571428571428,597.0,N/A,N/A,97,200,100,100,100,0
21,13936,True,False,0.9916666666666667,0.9406593406593406,595.0,N/A,N/A,98,200,97,100,100,0
21,14176,True,False,0.99,0.9362637362637363,594.0,N/A,N/A,96,200,100,100,98,0
21,14012,True,False,0.99,0.9362637362637363,594.0,N/A,N/A,97,200,97,100,100,0
21,14015,True,False,0.9883333333333333,0.9274725274725275,593.0,N/A,N/A,100,193,100,100,100,0
21,13985,True,False,0.9883333333333333,0.9274725274725275,593.0,N/A,N/A,98,197,100,100,98,0
21,14125,True,False,0.9883333333333333,0.9274725274725275,593.0,N/A,N/A,93,200,100,100,100,0
21,14029,True,False,0.9883333333333333,0.9274725274725275,593.0,N/A,N/A,93,200,100,100,100,0
21,14251,True,False,0.9866666666666667,0.9208791208791208,592.0,N/A,N/A,97,200,100,100,95,0
21,13882,True,False,0.9866666666666667,0.9208791208791208,592.0,N/A,N/A,92,200,100,100,100,0
21,13949,True,False,0.9866666666666667,0.9208791208791208,592.0,N/A,N/A,95,197,100,100,100,0
21,13937,True,False,0.9833333333333333,0.9142857142857143,590.0,N/A,N/A,90,200,100,100,100,0
21,13884,True,False,0.9833333333333333,0.9142857142857143,590.0,N/A,N/A,100,200,100,100,90,0
21,14139,True,False,0.9833333333333333,0.9142857142857143,590.0,N/A,N/A,90,200,100,100,100,0
21,13868,True,False,0.9816666666666667,0.9120879120879121,589.0,N/A,N/A,94,200,95,100,100,0
21,14175,True,False,0.98,0.9098901098901099,588.0,N/A,N/A,88,200,100,100,100,0
21,13908,True,False,0.9783333333333334,0.9054945054945055,587.0,N/A,N/A,97,200,100,90,100,0
21,13913,True,False,0.9783333333333334,0.9054945054945055,587.0,N/A,N/A,100,187,100,100,100,0
21,14028,True,False,0.9766666666666667,0.9010989010989011,586.0,N/A,N/A,98,200,93,100,95,0
21,13849,True,False,0.9766666666666667,0.9010989010989011,586.0,N/A,N/A,96,190,100,100,100,0
21,13899,True,False,0.975,0.8989010989010989,585.0,N/A,N/A,85,200,100,100,100,0
21,13928,True,False,0.9733333333333334,0.8967032967032967,584.0,N/A,N/A,100,197,97,90,100,0
21,13859,True,False,0.9716666666666667,0.8901098901098901,583.0,N/A,N/A,90,200,93,100,100,0
21,14116,True,False,0.9716666666666667,0.8901098901098901,583.0,N/A,N/A,93,198,100,100,92,0
21,14075,True,False,0.9716666666666667,0.8901098901098901,583.0,N/A,N/A,90,200,100,100,93,0
21,13945,True,False,0.97,0.8879120879120879,582.0,N/A,N/A,85,198,99,100,100,0
21,14132,True,False,0.9666666666666667,0.8857142857142857,580.0,N/A,N/A,90,200,97,100,93,0
21,13921,True,False,0.9633333333333334,0.8835164835164835,578.0,N/A,N/A,95,183,100,100,100,0
21,14085,True,False,0.9583333333333334,0.8813186813186813,575.0,N/A,N/A,90,200,98,87,100,0
21,13925,True,False,0.955,0.8769230769230769,573.0,N/A,N/A,100,180,93,100,100,0
21,13852,True,False,0.955,0.8769230769230769,573.0,N/A,N/A,96,180,97,100,100,0
21,14108,True,False,0.9533333333333334,0.8747252747252747,572.0,N/A,N/A,72,200,100,100,100,0
21,14008,True,False,0.95,0.8725274725274725,570.0,N/A,N/A,80,200,90,100,100,0
21,13914,True,False,0.9466666666666667,0.8681318681318682,568.0,N/A,N/A,92,180,96,100,100,0
21,14300,True,False,0.9466666666666667,0.8681318681318682,568.0,N/A,N/A,68,200,100,100,100,0
